0,46419.0
1,47286.0
2,47539.0
3,47118.0
4,45702.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,2064.0
25,2157.0
26,2198.0
27,2189.0
28,2201.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,28850.0
38,29148.0
39,27552.0
40,28295.0
41,27860.000000000004
42,0.0
43,2605.0
44,2590.0
45,2578.0
46,2585.0
47,5475.0
48,9283.0
49,10483.0
50,15877.0
51,19622.0
52,21981.0
53,19401.0
54,21575.0
55,26905.0
56,31071.0
57,90500.0
58,90775.0
59,94939.0
60,100812.0
61,100062.0
62,97211.0
63,93368.0
64,92235.0
65,86948.0
66,82857.0
67,80031.0
68,77904.0
69,72418.0
70,68452.0
71,9237.0
72,9544.0
73,6505.0
74,0.0
75,0.0
76,3474.0
77,9403.0
78,14581.0
79,17677.0
80,25077.0
81,28012.0
82,31391.0
83,33179.0
84,33095.0
85,32569.0
86,29303.0
87,23493.0
88,18299.0
89,15326.0
90,7717.0
91,4838.0
92,1727.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,1403.0
139,1405.0
140,1345.0
141,1345.0
142,1433.0
143,0.0
144,1973.0
145,2707.0
146,4687.0
147,4643.0
148,6687.0
149,14668.0
150,26888.0
151,34965.0
152,59765.0
153,69211.0
