date,total_value
2009-07-27 16:00:00,102672.0
2009-07-28 16:00:00,103091.0
2009-07-28 16:00:00,103091.0
2009-07-28 16:00:00,103091.0
2009-07-29 16:00:00,103216.0
2009-07-29 16:00:00,103216.0
2009-07-30 16:00:00,103192.0
2009-07-30 16:00:00,103192.0
2009-07-30 16:00:00,103192.0
2009-07-31 16:00:00,103279.0
2009-07-31 16:00:00,103279.0
2009-08-03 16:00:00,103367.0
2009-08-04 16:00:00,103367.0
2009-08-05 16:00:00,103367.0
2009-08-06 16:00:00,103367.0
2009-08-07 16:00:00,103367.0
2009-08-10 16:00:00,103367.0
2009-08-11 16:00:00,103367.0
2009-08-12 16:00:00,103367.0
2009-08-13 16:00:00,103367.0
2009-08-14 16:00:00,103367.0
2009-08-17 16:00:00,103367.0
2009-08-18 16:00:00,103367.0
2009-08-19 16:00:00,103367.0
2009-08-20 16:00:00,103367.0
2009-08-21 16:00:00,103367.0
2009-08-24 16:00:00,103356.0
2009-08-25 16:00:00,103338.0
2009-08-26 16:00:00,103347.0
2009-08-27 16:00:00,103338.0
2009-08-28 16:00:00,103323.0
2009-08-31 16:00:00,103345.0
2009-09-01 16:00:00,103302.0
2009-09-02 16:00:00,103302.0
2009-09-03 16:00:00,103302.0
2009-09-04 16:00:00,103302.0
2009-09-08 16:00:00,103302.0
2009-09-09 16:00:00,103302.0
2009-09-10 16:00:00,103302.0
2009-09-10 16:00:00,103302.0
2009-09-10 16:00:00,103302.0
2009-09-11 16:00:00,103250.0
2009-09-14 16:00:00,103332.0
2009-09-15 16:00:00,103484.0
2009-09-16 16:00:00,103590.0
2009-09-16 16:00:00,103590.0
2009-09-17 16:00:00,103440.0
2009-09-17 16:00:00,103440.0
2009-09-17 16:00:00,103440.0
2009-09-17 16:00:00,103440.0
2009-09-17 16:00:00,103440.0
2009-09-17 16:00:00,103440.0
2009-09-17 16:00:00,103440.0
2009-09-18 16:00:00,103537.0
2009-09-21 16:00:00,103721.0
2009-09-22 16:00:00,104257.0
2009-09-23 16:00:00,104225.0
2009-09-23 16:00:00,104225.0
2009-09-24 16:00:00,104120.0
2009-09-24 16:00:00,104120.0
2009-09-24 16:00:00,104120.0
2009-09-24 16:00:00,104120.0
2009-09-25 16:00:00,104133.0
2009-09-28 16:00:00,104133.0
2009-09-29 16:00:00,104133.0
2009-09-30 16:00:00,104133.0
2009-10-01 16:00:00,104133.0
2009-10-02 16:00:00,104133.0
2009-10-05 16:00:00,104133.0
2009-10-06 16:00:00,104133.0
2009-10-07 16:00:00,104133.0
2009-10-08 16:00:00,104133.0
2009-10-09 16:00:00,104133.0
2009-10-12 16:00:00,104133.0
2009-10-13 16:00:00,104133.0
2009-10-14 16:00:00,104133.0
2009-10-15 16:00:00,104133.0
2009-10-16 16:00:00,104195.0
2009-10-19 16:00:00,104225.0
2009-10-20 16:00:00,104157.0
2009-10-21 16:00:00,104028.0
2009-10-22 16:00:00,104260.0
2009-10-23 16:00:00,104043.0
2009-10-26 16:00:00,103821.0
2009-10-27 16:00:00,103821.0
2009-10-28 16:00:00,103821.0
2009-10-29 16:00:00,103821.0
2009-10-30 16:00:00,103821.0
2009-11-02 16:00:00,103821.0
2009-11-03 16:00:00,103821.0
2009-11-04 16:00:00,103821.0
2009-11-05 16:00:00,103821.0
2009-11-06 16:00:00,103821.0
2009-11-09 16:00:00,103821.0
2009-11-10 16:00:00,103821.0
2009-11-11 16:00:00,103821.0
2009-11-12 16:00:00,103821.0
2009-11-13 16:00:00,103821.0
2009-11-16 16:00:00,103821.0
2009-11-17 16:00:00,103821.0
2009-11-18 16:00:00,103737.0
2009-11-19 16:00:00,103589.0
2009-11-20 16:00:00,103592.0
2009-11-23 16:00:00,103575.0
2009-11-24 16:00:00,103531.0
2009-11-25 16:00:00,103531.0
2009-11-27 16:00:00,103531.0
2009-11-30 16:00:00,103531.0
2009-12-01 16:00:00,103531.0
2009-12-02 16:00:00,103531.0
2009-12-03 16:00:00,103531.0
2009-12-04 16:00:00,103531.0
2009-12-07 16:00:00,103531.0
2009-12-08 16:00:00,103531.0
2009-12-09 16:00:00,103531.0
2009-12-10 16:00:00,103531.0
2009-12-11 16:00:00,103531.0
2009-12-14 16:00:00,103531.0
2009-12-14 16:00:00,103531.0
2009-12-14 16:00:00,103531.0
2009-12-15 16:00:00,103279.0
2009-12-16 16:00:00,103078.0
2009-12-17 16:00:00,102750.0
2009-12-18 16:00:00,102974.0
2009-12-21 16:00:00,103053.0
2009-12-21 16:00:00,103053.0
2009-12-21 16:00:00,103053.0
2009-12-21 16:00:00,103053.0
2009-12-21 16:00:00,103053.0
2009-12-21 16:00:00,103053.0
2009-12-21 16:00:00,103053.0
2009-12-21 16:00:00,103053.0
2009-12-22 16:00:00,103171.0
2009-12-23 16:00:00,103377.0
2009-12-23 16:00:00,103377.0
2009-12-24 16:00:00,103479.0
2009-12-28 16:00:00,103462.0
2009-12-29 16:00:00,103682.0
2009-12-29 16:00:00,103682.0
2009-12-29 16:00:00,103682.0
2009-12-29 16:00:00,103682.0
2009-12-29 16:00:00,103682.0
2009-12-30 16:00:00,103596.0
2009-12-30 16:00:00,103596.0
2009-12-30 16:00:00,103596.0
